Sentiment,Topic,TweetText,TweetId,TweetDate
neutral,jetblue,"@JetBlue I like Marie Harf go to Iraiq find ISIS and spread good, and offer resume service to ISIS in order to find jobs @marieharf",5.68E+17,2/18/2015 14:18
neutral,jetblue,"@JetBlue #FlyingItForward I'd fly to Port au Prince, Haiti to help with the on-going earthquake relief efforts. Still lots to do there!",5.68E+17,2/18/2015 14:17
positive,jetblue,@JetBlue just DMed. thanks so much for addressing this so quickly.,5.68E+17,2/18/2015 14:17
positive,jetblue,@JetBlue Done! Also looks like you opened some up on my flight to Vegas on Sunday! 💙,5.68E+17,2/18/2015 14:11
neutral,jetblue,@JetBlue Says #Lufthansa Incentive Offer To Have No Impact On Share Count - Nasdaq http://t.co/VU7XSWJKiY,5.68E+17,2/18/2015 14:05
negative,jetblue,@JetBlue Only wish your ground operation was as expedient as your Twitter response team! Delay just got extended!,5.68E+17,2/18/2015 14:01
negative,jetblue,@JetBlue only w/ $70 upgrade. Unsure why she can't just switch someone around. I called 24 hrs in advance for this reason.,5.68E+17,2/18/2015 13:59
neutral,jetblue,@JetBlue can you DM?,5.68E+17,2/18/2015 13:53
negative,jetblue,@JetBlue keeps asking me to enter a valid email address. My info is saved and has worked hundreds of times before,5.68E+17,2/18/2015 13:49
neutral,jetblue,@JetBlue is the trueblue site broken at the moment?,5.68E+17,2/18/2015 13:46
neutral,jetblue,@JetBlue Any EMS window seats on 1099 tomorrow?,5.68E+17,2/18/2015 13:37
neutral,jetblue,@JetBlue Airways Corporation Registers High Short Interest - Wall Street Pulse http://t.co/hXSnv7fbbh,5.68E+17,2/18/2015 13:36
neutral,jetblue,@JetBlue any chance you will by this summer?,5.68E+17,2/18/2015 13:33
neutral,jetblue,@JetBlue do you have mint service from NYC to San Diego?,5.68E+17,2/18/2015 13:32
negative,jetblue,@JetBlue can't change it. True blue points and I can't get to a phone,5.68E+17,2/18/2015 13:28
neutral,jetblue,"@JetBlue my mom wanted me to change her seat along with my sister, but their two different reservations and idk",5.68E+17,2/18/2015 13:26
positive,jetblue,@JetBlue Aw okay thanks,5.68E+17,2/18/2015 13:25
neutral,jetblue,@JetBlue I can't pay 30 bucks xD,5.68E+17,2/18/2015 13:22
positive,jetblue,@JetBlue BEST SEAT ON A E190 to board early. READY. SET. GO!,5.68E+17,2/18/2015 13:19
neutral,jetblue,@JetBlue is it true there's a new A320 livery and a new website...?!,5.68E+17,2/18/2015 13:18
negative,jetblue,@JetBlue should've been on one of your flights instead... @SouthwestAir has now lost our bags to add insult to injury,5.68E+17,2/18/2015 13:17
positive,jetblue,@JetBlue I'm all set. About to fly. Not bad for a first date with a giant metal bird machine. She even brought snacks.,5.68E+17,2/18/2015 13:15
negative,jetblue,@JetBlue I'm trying to add my 2012 flights to my Badges account but i don't see an option. Help plz?,5.68E+17,2/18/2015 13:14
positive,jetblue,@JetBlue okay. The new screens are laptop-large &amp; real nice &amp; the wifi is appreciated. Thanks god for this tiny lil man in the middle seat.,5.68E+17,2/18/2015 13:11
negative,jetblue,"@JetBlue I cheated on you, and I'm sorry. I'll never do it again. @SouthwestAir has given my wife and I the worst start to a honeymoon ever",5.68E+17,2/18/2015 13:08
neutral,jetblue,@JetBlue this feels nice - what we've got going on here. Let's just swap me out with the fool in 5a and we can make it all better.,5.68E+17,2/18/2015 13:07
neutral,jetblue,"@JetBlue yes, but it hurt my feelings to walk by MINT. A fella can dream. #happy4them",5.68E+17,2/18/2015 13:03
neutral,jetblue,@JetBlue @pilyoc dont talk about my friend @JetBlue like that. #thefutureisweird,5.68E+17,2/18/2015 12:59
positive,jetblue,"@JetBlue incidentally, Sheila at JFK deserves a raise because she's awesome.",5.68E+17,2/18/2015 12:58
neutral,jetblue,"@JetBlue I'd like to spread my grandpa's ashes in Naples, Italy he lived in the 50's while serving his 30+ yrs in the @USNavy #FlyItForward",5.68E+17,2/18/2015 12:56
positive,jetblue,@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍,5.68E+17,2/18/2015 12:47
neutral,jetblue,@JetBlue Statement on #Lufthansa Incentive Offer - Stockhouse http://t.co/obF9jbPc6A,5.68E+17,2/18/2015 12:36
negative,jetblue,@JetBlue lots of people scratching heads and looking at screens ignoring passengers,5.68E+17,2/18/2015 12:32
neutral,jetblue,@JetBlue I thought the same thing after I sent it,5.68E+17,2/18/2015 12:32
negative,jetblue,@JetBlue what's going on with 1171 LGA-FLL..poor to no communication from gate agents??,5.68E+17,2/18/2015 12:31
negative,jetblue,"@JetBlue FYI - your android app is set to not be applicable with the Nexus 6 - please fix (its a phone, not a tablet). Cheers!",5.68E+17,2/18/2015 12:20
neutral,jetblue,@JetBlue order @FARE (3/3),5.68E+17,2/18/2015 12:11
negative,jetblue,"@JetBlue our #FoodAllergy community. IF you want our continued loyalty, you need to do better than that. Perhaps some training is in (2/3)",5.68E+17,2/18/2015 12:11
negative,jetblue,"@JetBlue insensitive? #FoodAllergies are life-threatening. Unsolicited UNEDUCATED opinions are inappropriate, reckless &amp; dangerous to (1/3)",5.68E+17,2/18/2015 12:11
neutral,jetblue,@JetBlue Thanks for the FB. message telling me I will have to wait between 1-3 days.  I'm waiting.,5.68E+17,2/18/2015 12:09
neutral,jetblue,@JetBlue Airways Sees Significant Decline in Short Interest (JBLU) - WKRB News http://t.co/lZFGUTxIYN,5.68E+17,2/18/2015 12:05
neutral,jetblue,"@JetBlue plans to offer direct flights from #JFK to #DaytonaBeach, #Florida starting next #February.… http://t.co/oYLlRZQU5m",5.68E+17,2/18/2015 11:57
neutral,jetblue,@JetBlue Thank you for opening the conversation.  I hope you can make it right.,5.68E+17,2/18/2015 11:44
neutral,jetblue,@JetBlue When I checked yesterday it looked like it did. Did something change?,5.68E+17,2/18/2015 11:40
negative,jetblue,@JetBlue Oh no! I thought it did. :(,5.68E+17,2/18/2015 11:39
neutral,jetblue,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5t4FpCGREJ,5.68E+17,2/18/2015 11:36
neutral,jetblue,@JetBlue 1951 BOS to ORD,5.68E+17,2/18/2015 11:30
positive,jetblue,@JetBlue thanks. Line moved quick. Already done.,5.68E+17,2/18/2015 11:22
neutral,jetblue,@JetBlue I do follow you!,5.68E+17,2/18/2015 11:18
negative,jetblue,@JetBlue nope. None to be found,5.68E+17,2/18/2015 11:17
negative,jetblue,@JetBlue I may need to. I had a 40 minute layover and now have a 15 min delay on my first flight.,5.68E+17,2/18/2015 11:15
negative,jetblue,"@JetBlue I may not make my connection and need to find out my options, yet no one is here.",5.68E+17,2/18/2015 11:14
neutral,jetblue,@JetBlue nope. Currently sitting at my gate.,5.68E+17,2/18/2015 11:11
positive,jetblue,@JetBlue their names are both Angel (seriously - how cool is that!). Truly FANTASTIC service!,5.68E+17,2/18/2015 11:07
negative,jetblue,@JetBlue extra-speed line closed in Tampa. What gives?,5.68E+17,2/18/2015 11:07
neutral,jetblue,@JetBlue I sent you an email,5.68E+17,2/18/2015 11:01
positive,jetblue,@JetBlue thank you :-),5.68E+17,2/18/2015 10:58
positive,jetblue,@JetBlue thanks!,5.68E+17,2/18/2015 10:42
positive,jetblue,"@JetBlue also. Emergency exit seats. 6'2"" and that's a huge win.",5.68E+17,2/18/2015 10:33
positive,jetblue,"@JetBlue friendly, engaging, personable, handled clarifying questions about baggage fees well, and took an interest in what I was doing.",5.68E+17,2/18/2015 10:32
neutral,jetblue,@JetBlue so I don't know confirmation number or the names of the flight attendants and supervisor,5.68E+17,2/18/2015 10:32
negative,jetblue,@JetBlue would love to respond to link but supervisor tore ticket up and refused to give me names and hid her badge from me,5.68E+17,2/18/2015 10:31
positive,jetblue,"@JetBlue hey, so, Dre at Seatac check in needs a raise, stat. Dude gave me amazing customer service and made me feel valued. 👍",5.68E+17,2/18/2015 10:29
negative,jetblue,@JetBlue you respond to my friend @LisaPal but you can't respond directly to me,5.68E+17,2/18/2015 10:06
neutral,jetblue,"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/FRhuXiB8II",5.68E+17,2/18/2015 10:05
positive,jetblue,@JetBlue The Magic eight ball has never steered me wrong  :),5.68E+17,2/18/2015 10:00
negative,jetblue,@JetBlue you wanna help out? How about you reimburse the money you cause my band to lose.,5.68E+17,2/18/2015 10:00
negative,jetblue,@JetBlue but you guys should know that musicians are very sensitive about the safety of their instruments when flying. For good reason.,5.68E+17,2/18/2015 9:58
negative,jetblue,@JetBlue ask @j_beatz247 but I teach marketing at a university and will gladly consult on customer service and how NOT to treat passengers.,5.68E+17,2/18/2015 9:57
negative,jetblue,@JetBlue loves to respond to positive tweets but they ignore problems w/ customers. Just ask NOLA musician @j_beatz247 about that. #shameful,5.68E+17,2/18/2015 9:52
neutral,jetblue,@JetBlue  I'm game if you're buying!!  ;),5.68E+17,2/18/2015 9:48
positive,jetblue,@JetBlue Will do. Thanks!,5.68E+17,2/18/2015 9:41
positive,jetblue,"@JetBlue marks 15th year with new ""Bluemanity"" plane design - Sun Sentinel http://t.co/SjVEelween",5.68E+17,2/18/2015 9:36
negative,jetblue,@JetBlue Call was not made by the inflight crew. They in fact asked us why we didn't bring it on.,5.68E+17,2/18/2015 9:35
negative,jetblue,@JetBlue last week I bought a plane ticket round trip to FL &amp; just 4 fun I look at the price of them today and they went down! #nothappy,5.68E+17,2/18/2015 9:34
positive,jetblue,@JetBlue you're welcome 👍👍👍 http://t.co/67k4N9eQ6E,5.68E+17,2/18/2015 9:32
neutral,jetblue,@JetBlue are you ever looking for interns ?,5.68E+17,2/18/2015 9:32
positive,jetblue,@JetBlue is the greatest airline ever 💕✈️💺 #TrueBluePoints #jetbluemember,5.68E+17,2/18/2015 9:24
positive,jetblue,@JetBlue 's free wifi on board is the best thing that's happened since sliced bread,5.68E+17,2/18/2015 9:24
negative,jetblue,@JetBlue Only middle seats. SFO -&gt; BOS. Not fun. She keeps getting $10 credits. Would much rather have a working TV.,5.68E+17,2/18/2015 9:24
negative,jetblue,@JetBlue Disappointed we weren't allowed to bring on an aircraft approved carseat on an empty plane. Not cool.,5.68E+17,2/18/2015 9:17
positive,jetblue,@JetBlue Beatriz and Susan. Gate 4 MCO.,5.68E+17,2/18/2015 9:13
positive,jetblue,.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!,5.68E+17,2/18/2015 9:09
negative,jetblue,@JetBlue maybe have a supervisor find out why the international checkin at FTL hasn't moved in 20 minutes yet employees picked up 100 pizza,5.68E+17,2/18/2015 9:08
negative,jetblue,@JetBlue Third flight in a row for my wife with her TV not working...,5.68E+17,2/18/2015 9:08
positive,jetblue,@JetBlue its a wonderful thing!,5.68E+17,2/18/2015 9:07
negative,jetblue,@JetBlue what is a personal email that I can contact? I have a complaint that you should know about,5.68E+17,2/18/2015 9:06
negative,jetblue,@JetBlue WHAT'S UP WITH WEBSITE CAN'T ACCESS FLIGHT INFO,5.68E+17,2/18/2015 9:06
neutral,jetblue,@JetBlue Just a thought!,5.68E+17,2/18/2015 9:04
positive,jetblue,@JetBlue Flight Booking Problems flights for a DC visit for Easter weekend started difficult but ended well with you guys! Big fan here. :),5.68E+17,2/18/2015 8:57
neutral,jetblue,@JetBlue I’m getting an “it depends” vibe. Fair enough!,5.68E+17,2/18/2015 8:53
positive,jetblue,@JetBlue #flyfi thank you! Seattle and #UDUB here we come! @cameron__roe http://t.co/kbHYM5GkAP,5.68E+17,2/18/2015 8:53
positive,jetblue,@JetBlue @Cayman_Islands  I know that bar :)  Wish I was there now!,5.68E+17,2/18/2015 8:51
positive,jetblue,@JetBlue had a great flight to Orlando from Hartford a few weeks ago! Was great to get out on time and arrive early!,5.68E+17,2/18/2015 8:40
neutral,jetblue,@JetBlue to Increase Charter Service to Cuba - #Travel Agent http://t.co/lYQrb4HCYU,5.68E+17,2/18/2015 8:36
positive,jetblue,@JetBlue you guys continue to impress. Your crew @ MCO gate 4helped our family with seat issues. #professional,5.68E+17,2/18/2015 8:34
positive,jetblue,@JetBlue loving the free #wifi and #legroom ✈️ #SeattleBound,5.68E+17,2/18/2015 8:29
negative,jetblue,"@JetBlue you are missing the point. The flight left an hour Late Flight. Why are you allowed to be that Late Flight, and still charge me $50 and 10hrs?",5.68E+17,2/18/2015 8:24
neutral,jetblue,@JetBlue can I get some more leg room tonight B6 304,5.68E+17,2/18/2015 8:14
negative,jetblue,@JetBlue 2nd time flying jetblue this year and my armrest TV controller doesn't work agian!!and that's the main reason I fly jetblue 😔😓😤,5.68E+17,2/18/2015 8:12
negative,jetblue,"It's on me, @JetBlue! That's not what you said last night, though... :(",5.68E+17,2/18/2015 8:12
negative,jetblue,@JetBlue @Cinnabon the two of you should team up to serve cinnabons on the flights!!!! #BonsInTheSky,5.68E+17,2/18/2015 8:06
positive,jetblue,@JetBlue anything for you. #flyfi http://t.co/8jceDiKY9U,5.68E+17,2/18/2015 8:02
negative,jetblue,@JetBlue hey you guys remembered lol! But now my BOS flights delayed... And turn the heat down in T5 it feels hotter than PR.,5.68E+17,2/18/2015 7:57
positive,jetblue,@JetBlue thanks,5.68E+17,2/18/2015 7:50
neutral,jetblue,@JetBlue Celebrates 15-Year Anniversary With New Livery - @CNNMoney http://t.co/p7skxZVe1A,5.68E+17,2/18/2015 7:36
negative,jetblue,"@JetBlue spoken to 2 reps. Once I'm allowed to check my bag and through the TSA checkpoint, I guarantee I will be talking to someone.",5.68E+17,2/18/2015 7:27
negative,jetblue,@JetBlue and the 20min line I stood in to drop my bag off?,5.68E+17,2/18/2015 7:26
positive,jetblue,@JetBlue credit to you for replying.  I’ll look forward to hopefully one of those 103 on my flight home tonight :),5.68E+17,2/18/2015 7:26
positive,jetblue,"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue",5.68E+17,2/18/2015 7:18
negative,jetblue,"@JetBlue got txt  40min after sched dpt, saying plane had just arrived @ JFK. Late Flightr txt w/ dpt gate change. Then 9:04 dpt for 7:40 flight.",5.68E+17,2/18/2015 7:15
negative,jetblue,@JetBlue I was not allowed to drop my bag off for my flight that I was running 10min Late Flight for. Turns out it left over an hour Late Flight.,5.68E+17,2/18/2015 7:07
positive,jetblue,@JetBlue you're killing me now. :-) You got me! #smitten #trueblue,5.68E+17,2/18/2015 7:06
negative,jetblue,@JetBlue my son left his iPad on flight 1401 from JFK to FLL on Monday. I called and left message and have no heard back. Seat 25A.,5.68E+17,2/18/2015 6:48
positive,jetblue,.@JetBlue 4 min response time. I'm impressed! I'm in. It's official.  :-) #trueblue  JetBlue gets social.,5.68E+17,2/18/2015 6:37
positive,jetblue,@JetBlue thanks for listening. Doesn't mean I don't appreciate you!,5.68E+17,2/18/2015 6:19
negative,jetblue,@JetBlue all taken care of .... Other then the dropped call and the total half hour wait #love #jetblue,5.68E+17,2/18/2015 6:15
positive,jetblue,@JetBlue thank you for incredible customer svc from gate to flight. Mint experience is magic.,5.68E+17,2/18/2015 5:54
positive,jetblue,Thanks @JetBlue. Next up we will see how the slog from JFK to the city goes!,5.68E+17,2/18/2015 5:53
neutral,jetblue,@JetBlue Social Media Takes Flight with Fly #LikeAGirl - What brand lesson can we learn?  #SMM #Brand  https://t.co/nTGl2WnQVM,5.68E+17,2/18/2015 5:53
neutral,jetblue,@JetBlue Lekvhg want to see what the cost would be to change to the 430 flight,5.68E+17,2/18/2015 5:52
negative,jetblue,"@JetBlue you stood me up last night, but I'm giving you a second chance. I'm just a boy, tweeting an airline, asking them to fly him home.",5.68E+17,2/18/2015 5:49
negative,jetblue,@JetBlue waited for 15 min then got disconnect,5.68E+17,2/18/2015 5:42
positive,jetblue,@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!,5.68E+17,2/18/2015 5:35
negative,jetblue,@JetBlue is I can't make changes on the website am I still charged 25 dollars for using phone,5.68E+17,2/18/2015 5:35
positive,jetblue,"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!",5.68E+17,2/18/2015 5:35
positive,jetblue,"@JetBlue why yes, yes it does!!!!  Great trip down!! Thanks for the lift!!!!",5.68E+17,2/18/2015 5:27
positive,jetblue,@JetBlue hotspot free WiFi makes me happy. #jfk #itsthelittlethings,5.68E+17,2/18/2015 5:16
negative,jetblue,@JetBlue your agents at IAD have compounded this problem by not making any announcements #jetbluemess,5.68E+17,2/18/2015 5:07
negative,jetblue,"@JetBlue just a heads up, this page no longer exists http://t.co/NsJWVTTjGo",5.68E+17,2/18/2015 4:58
neutral,jetblue,@JetBlue deal!,5.68E+17,2/18/2015 4:50
neutral,jetblue,@JetBlue @drwinston001 I think we'll need a selfie as proof...,5.68E+17,2/18/2015 4:45
negative,jetblue,@JetBlue @philpete wonder if that's the pilot tweeting you back? Is it legal to tweet and fly? What if the plane in front stops suddenly?,5.68E+17,2/18/2015 4:42
positive,jetblue,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",5.68E+17,2/18/2015 4:41
negative,jetblue,@JetBlue they say they have no update. I don't work I don't get paid.  Jet blue has my money but no flight. Argh!,5.68E+17,2/18/2015 4:31
negative,jetblue,@JetBlue no news here at the gate. What are my options?,5.68E+17,2/18/2015 4:25
positive,jetblue,@JetBlue it's okay...I'm actually a tea kinda guy anyway. Thanks!,5.68E+17,2/18/2015 4:12
negative,jetblue,@JetBlue well I'm glad I got up at 5 am so I can sit in an airport.  No place else I'd rather be (not),5.68E+17,2/18/2015 4:05
negative,jetblue,@JetBlue  no ... I am guessing I have to call someone,5.68E+17,2/18/2015 4:03
negative,jetblue,@JetBlue why 730 and not 645 as scheduled?,5.68E+17,2/18/2015 3:56
negative,jetblue,@JetBlue #1408 IAD to JFK still hasn't boarded. What's today's excuse and how am I gonna get to work?,5.68E+17,2/18/2015 3:51
negative,jetblue,@JetBlue why is t that every time I fly jfk even more speed doesn't work waiting for 10 min #nogood,5.68E+17,2/18/2015 3:50
neutral,jetblue,@JetBlue can I change my flight if I already printed my boarding pass?,5.68E+17,2/18/2015 3:35
positive,jetblue,@JetBlue its always a pleasure ☺️,5.68E+17,2/18/2015 3:27
positive,jetblue,@JetBlue this is lovely!,5.68E+17,2/18/2015 3:14
neutral,jetblue,@JetBlue Dumps Amex - Nassau News Live http://t.co/DZg99JFIiK,5.68E+17,2/18/2015 2:36
neutral,jetblue,"@JetBlue @_justdippin_ drops a new video off the upcoming project #TheTakeover, produced by YpOnTheBeat https://t.co/IKQBdZA7TN RT",5.68E+17,2/18/2015 2:23
neutral,jetblue,@JetBlue to End Partnership with American Express - http://t.co/WhuFmI2Ytd http://t.co/fbTEMFwRsP,5.68E+17,2/18/2015 1:36
neutral,jetblue,@JetBlue marks 15th birthday with 'Blumanity' paint job - @Dallas_News (blog) http://t.co/lFGR0Nifut,5.68E+17,2/18/2015 1:05
neutral,jetblue,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/E5NaxBUe4s http://t.co/E1Mex0t6Q5,5.68E+17,2/18/2015 0:36
neutral,jetblue,"@JetBlue Change in the Air for Travelers, Investors - @BloombergNews http://t.co/6redD3vC73",5.68E+17,2/17/2015 23:36
positive,jetblue,@JetBlue Finally taking off! LAS-FLL-SJU #letsgo,5.68E+17,2/17/2015 23:23
neutral,jetblue,@JetBlue Anywhere warm cause its freezing in NYC,5.68E+17,2/17/2015 22:35
negative,jetblue,"@JetBlue Clients got ZERO, in 32 years career never thought this was possible.2 suitcases worth thousands of $$ in Italian clothing robbed.",5.68E+17,2/17/2015 22:17
neutral,jetblue,"@JetBlue, flights 1970, 1366, and 1552 will fly over after 1 am on your way into @BostonLogan - mind taking ocean approach so we can sleep?",5.68E+17,2/17/2015 21:31
negative,jetblue,@JetBlue not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable..,5.68E+17,2/17/2015 21:29
negative,jetblue,@JetBlue We even went to the airport and were on the phone for hrs and no help at all. Everyone said different things.,5.68E+17,2/17/2015 21:27
negative,jetblue,@JetBlue People kept saying it was due to weather but there were flights going directly to boston even after our flight.,5.68E+17,2/17/2015 21:26
negative,jetblue,@JetBlue I understand but everyone said different things and there was a flight out Late Flightr that night but only one of us got to take it,5.68E+17,2/17/2015 21:25
negative,jetblue,"@JetBlue disappointed that my flight back to boston from PR was Cancelled Flightled,rebooked 4 the next day,delayed that one too, and no compensation",5.68E+17,2/17/2015 21:22
positive,jetblue,"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB",5.68E+17,2/17/2015 21:16
neutral,jetblue,@JetBlue Celebrates 15-Year Anniversary With New Livery - Digital Journal http://t.co/U5HXri6Crx,5.68E+17,2/17/2015 21:05
positive,jetblue,@JetBlue awe you guys are great can't wait to travel with you again soon!!!,5.68E+17,2/17/2015 20:59
positive,jetblue,@JetBlue yes! Announced we will take off. You're on it! Thank you!,5.68E+17,2/17/2015 20:58
positive,jetblue,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!",5.68E+17,2/17/2015 20:43
neutral,jetblue,"@JetBlue What about if I booked it through Orbitz? My email is correct, but there's a middle party.",5.68E+17,2/17/2015 20:42
positive,jetblue,@JetBlue it's been a while since I've angry tweeted an airline. Apparently you read my mind before I could bitch. Thank you for the credit.,5.68E+17,2/17/2015 20:40
neutral,jetblue,@JetBlue it was at JFK airport right now,5.68E+17,2/17/2015 20:36
neutral,jetblue,@JetBlue That's pretty nice. Are flight credits automatically given after the flight? I also wish there were a lounge I could sleep in.,5.68E+17,2/17/2015 20:35
positive,jetblue,"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI",5.68E+17,2/17/2015 20:35
negative,jetblue,"@JetBlue She claimed that she did, but I was not happy with the way I was treated.",5.68E+17,2/17/2015 20:34
negative,jetblue,"@JetBlue ripped my suitcase. I then was yelled at with attitude from Geraldine, your employee at the baggage center.Worst airline= #jetblue",5.68E+17,2/17/2015 20:30
negative,jetblue,"@JetBlue shout out to the crew on flight 89 headed back to the big apple, they kept my glass half full the whole flight! #jetbluejfk",5.68E+17,2/17/2015 20:29
negative,jetblue,"@JetBlue That makes sense. It sucks, though, because now I'll be stuck in the airport for 5+ hours and Late Flight to my meeting.",5.68E+17,2/17/2015 20:23
positive,jetblue,@JetBlue thank you for help and quick response,5.68E+17,2/17/2015 20:14
neutral,jetblue,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/bTb4awQtln,5.68E+17,2/17/2015 20:05
neutral,jetblue,@JetBlue flight 705. EWR to FLL,5.68E+17,2/17/2015 20:02
neutral,jetblue,@JetBlue @KleinErin Hi! Know a pastor or homeschool mom who might like SpiritED? Have 'em contact me on Prefundia:http://t.co/jRbZLHRW7y,5.68E+17,2/17/2015 19:59
neutral,jetblue,@JetBlue don't know if u define that as a #ControllableIrregularity,5.68E+17,2/17/2015 19:58
negative,jetblue,@JetBlue the gate agent said our original plane got de-icing fluid in the engine that created a short so they took the plane out of service,5.68E+17,2/17/2015 19:57
positive,jetblue,"@JetBlue big shoutout to the crews on 2017 Bos&gt;jfk &amp; 486 jfk&gt;roc, &amp; gate crews at c19 Bos &amp; 6 jfk. Long day of delays made better by them!",5.68E+17,2/17/2015 19:50
negative,jetblue,@JetBlue 6 hour delay. Supposed to land at 9pm now it's 3am. Still not boarding. #EpicFail,5.68E+17,2/17/2015 19:50
positive,jetblue,@Jetblue first airline to use #applepay in flight #airlines,5.68E+17,2/17/2015 19:45
negative,jetblue,@JetBlue I hope your system wasn't hacked cause someone else's passport info was on my reservation &amp; I couldn't get my boarding pass,5.68E+17,2/17/2015 19:44
positive,jetblue,@JetBlue Thanks for having us hang out at Tampa Airport forever today!!! It's really been an awesome experience,5.68E+17,2/17/2015 19:42
neutral,jetblue,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Alaska Highway News http://t.co/tynchOeLac,5.68E+17,2/17/2015 19:36
negative,jetblue,"@JetBlue honestly I’m glad you didn’t Cancelled Flight the flight, just that I’ll be driving home at 3-4 am now. :/",5.68E+17,2/17/2015 19:24
negative,jetblue,@JetBlue bag just delivered and items have been stolen.  At first look - my Kate spade bag and bottle of spiced rum!  Wtf!!,5.68E+17,2/17/2015 19:24
negative,jetblue,"@JetBlue I'm disappointed my flight was Cancelled Flighted, mostly because I was excited to listen to the song ""I'm Blue"" while flying on JetBlue.",5.68E+17,2/17/2015 19:16
positive,jetblue,@JetBlue @Leopolds_IC  No but my friend in the picture - Phillip Heller (JFK IFC) did and he said it was delicious!,5.68E+17,2/17/2015 18:58
negative,jetblue,"@JetBlue flight delayed 3x(!) and still not taking off on time, &amp; greeting me at my seat (yes it's gum &amp; garbage): http://t.co/n9hmcrJChb",5.68E+17,2/17/2015 18:52
positive,jetblue,@JetBlue Awesome thanks! Thanks for the quick response. You guys ROCK! :),5.68E+17,2/17/2015 18:47
neutral,jetblue,@JetBlue sent,5.68E+17,2/17/2015 18:40
positive,jetblue,@JetBlue app just reminded me I will be flying to #FLL in 2 weeks. #ChillyCVZ #ThankGoodness @mypompanobeach #family #friends #sunshine,5.68E+17,2/17/2015 18:39
neutral,jetblue,@JetBlue Sure! Email screenshot below. Link: https://t.co/soiQrN19aj http://t.co/IbVvTzLS4E,5.68E+17,2/17/2015 18:39
positive,jetblue,@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!,5.68E+17,2/17/2015 18:35
negative,jetblue,@JetBlue bag is supposedly here in Boston,5.68E+17,2/17/2015 18:34
neutral,jetblue,@JetBlue Received an invitation to participate in e-rewards. Is this legit from JetBlue? Just double checking bc the site looked different.,5.68E+17,2/17/2015 18:33
negative,jetblue,@JetBlue I don't know- no one would tell me where they were coming from - I would guess so as that's where we had all the changes to flights,5.68E+17,2/17/2015 18:30
negative,jetblue,@JetBlue I get Sunday due to weather and ok Monday they're busy but this is crazy,5.68E+17,2/17/2015 18:28
neutral,jetblue,@JetBlue I have the emails that they are on their way,5.68E+17,2/17/2015 18:27
negative,jetblue,@JetBlue supervisor humiliated us and was uncompromising. We were completely blindsided!,5.68E+17,2/17/2015 18:27
negative,jetblue,@JetBlue offered to pay for tix at the airport BC we were never told that our reservation didn't go through. Was told I could pay $2275 pp.,5.68E+17,2/17/2015 18:25
negative,jetblue,@JetBlue right now completely pissed off,5.68E+17,2/17/2015 18:24
negative,jetblue,"@JetBlue I've had no shampoo, no winter coat no deodorant no flatiron and the rest if my stuff since sat",5.68E+17,2/17/2015 18:24
negative,jetblue,@JetBlue my SIL bought tix for us to NYC. We were told at the gate that her cc was declined. Supervisor accused us of illegal activity.,5.68E+17,2/17/2015 18:23
negative,jetblue,@JetBlue dispatcher keeps yelling and hung up on me!,5.68E+17,2/17/2015 18:23
negative,jetblue,@JetBlue now when I call it's still at the warehouse and might be going out tonight,5.68E+17,2/17/2015 18:23
negative,jetblue,@JetBlue they couldn't do it sun then it was supposed to be mon after 6pm then today from 11 to 3 then from 6 to 8,5.68E+17,2/17/2015 18:22
negative,jetblue,@JetBlue flight from DCA to BOS has no heat #OhNo #BundleUp #Leastthebeverageswillbecold,5.68E+17,2/17/2015 18:15
neutral,jetblue,@JetBlue yep it's for tomorrow.,5.68E+17,2/17/2015 18:07
negative,jetblue,“@JetBlue: @Analystdoc Unfortunately that's not an available option with our current system. Sorry guys. That's a certain #fail Fix it plz.,5.68E+17,2/17/2015 18:05
negative,jetblue,"@JetBlue received horrible customer service at LAX on 2/11. Reservation Cancelled Flighted without notification, despite having confirmation number.",5.68E+17,2/17/2015 17:54
